oracle_joint,oracle_dec,oracle_delta,oracle_pct,est_joint,est_dec,est_delta,est_pct,pehe_joint,pehe_dec,lambda,seed
75.9689781725945,67.2675639916702,8.701414180924303,11.453904462365537,29.934761186447293,28.936142422906922,0.9986187635403709,3.3359837324925348,14.585332160000467,11.371262771217271,0.75,1
76.54706808467681,67.69535672056732,8.85171136410949,11.563749710593326,29.908417495327072,29.002154268774863,0.906263226552209,3.030127644479367,14.510341678238202,11.27248367918567,0.75,2
75.98000310650903,67.65107796486019,8.328925141648838,10.961996316285118,29.581205829971513,28.83720674953844,0.7439990804330741,2.5151073445398846,14.30750818864757,11.043297603728476,0.75,3
76.1608883342911,67.58214741620101,8.57874091809009,11.263971712666528,29.747088899759866,28.825949003114285,0.921139896645581,3.096571566211365,14.304011991871489,11.038196682386998,0.75,4
76.06507996218315,67.41910014132397,8.645979820859182,11.366555882354499,29.81193235494254,28.89670344089861,0.9152289140439329,3.070008690302816,14.354317051879248,11.066659310863509,0.75,5
76.60430316101277,67.87833407112828,8.725969089884487,11.390964645345809,30.029332354029886,29.22892760029004,0.8004047537398478,2.6654097543811517,14.404587538494612,11.142330670225308,0.75,6
76.42493292250305,67.59614584355337,8.828787078949674,11.552233991362874,30.18256252101606,29.105950475636863,1.0766120453791963,3.5670001333702315,14.502526037554729,11.269221510167094,0.75,7
76.01491426002961,67.53744643573484,8.477467824294777,11.152374381815786,29.803445367531495,28.77038993328484,1.0330554342466556,3.466228221291784,14.21467166471088,10.907748219516963,0.75,8
75.92192790695795,67.47073493987254,8.451192967085404,11.131425663271237,29.866096987874734,28.823202192533405,1.0428947953413292,3.491901857027825,14.295826357571338,11.00280841800704,0.75,9
75.716452679049,67.20041212172391,8.516040557325084,11.24727883571532,29.80224830486387,29.12025463265457,0.6819936722092983,2.2883967183710556,14.252925105426131,10.972675310311104,0.75,10
75.7534926798885,67.344635084657,8.408857595231495,11.100290293894172,29.799180270861907,28.69880057223601,1.100379698625897,3.6926509005412638,14.209183374426146,10.910040435828746,0.75,11
